No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah
645, 0325708,MA IHYAUL ULUM,20340525,S,20,73.15,53.49,30.53,28.4,37.38,53.02,-,03,25,708
646, 0325712,MA MADARIJUL HUDA,20363120,S,25,73.44,55.3,58.98,68.73,52.3,55.56,-,03,25,712
647, 0325714,MA MANAHIJUL HUDA,20340540,S,24,75.92,55.38,48.93,60.74,36.98,55.2,-,03,25,714
648, 0325716,MA MATHOLIUL HUDA SOKOPULUHAN,20340507,S,111,72.36,47.8,32.02,46.69,34.75,49.46,-,03,25,716
649, 0325718,MA MIFTAHUL HUDA,20340537,S,35,74.95,45.74,35.5,44.51,44.5,54.24,-,03,25,718
650, 0325722,MA MUWAHIDUN,20340517,S,23,80.96,58.9,40.35,41.62,50.76,59.03,-,03,25,722
651, 0325724,MA NURUL QUR AN TEGALWERO,60728793,S,44,71.16,48.88,27.57,36.55,31.76,51.26,-,03,25,724
652, 0325727,MA PPKP DARUL MALA,20340499,S,69,69.29,50.47,39.09,58.56,33.84,50.6,-,03,25,727
653, 0325728,MA RAUDLATUL ULUM GUYANGAN TRANGKIL,20363144,S,225,77.84,50.26,39.71,40.48,45.81,53.86,-,03,25,728
654, 0325729,MA RAUDLATUSY SYUBBAN SEKARJALAK,69725837,S,24,66.46,61.47,67.07,62.59,37.5,55.65,-,03,25,729
655, 0325731,MA ROUDLOTUSYSYUBBAN TAWANGREJO,20363149,S,18,80.76,61.33,45.94,52.5,54.72,64.34,-,03,25,731
656, 0325732,MA SALAFIYAH KAJEN,69725504,S,98,74.17,62.34,49.46,52,48.8,56.43,-,03,25,732
657, 0325734,MA SILAHUL ULUM,20340545,S,33,74.13,53.3,70.93,55.89,54.02,49.76,-,03,25,734
658, 0325738,MA SUNAN PRAWOTO,76073016,S,36,79.86,50.54,38.56,36.88,48.82,44.44,-,03,25,738
659, 0325739,MA TARBIYATUL BANIN PEKALONGAN WINONG,20340501,S,35,76.2,55.77,33.03,46.39,43.86,52.52,-,03,25,739
660, 0325741,MA TARBIYATUL ISLAMIYAH,20340508,S,15,70.08,37.49,23.06,41.39,31,43.4,-,03,25,741
661, 0325744,MA DAARUL ULUM,60729345,S,20,78.08,48.68,47.72,45.81,37.63,50.14,-,03,25,744
662, 0325755,MA BANI RUSNI,60728103,S,31,73.06,46.74,27.52,40.01,40.48,44.5,-,03,25,755
663, 0325756,MA AL ISTIANAH BOARDING SCHOOL,22222222,S,20,79.95,45.5,31.58,34.4,35.38,48.95,-,03,25,756
664, 0326001,SMA NEGERI 1 KRAGAN,20315694,N,105,77.9,48.12,30.94,45.92,54.21,57.1,-,03,26,001
665, 0326002,SMA NEGERI 1 LASEM REMBANG,20315695,N,119,80.93,58.66,44.77,49.12,52.52,53.96,-,03,26,002
666, 0326003,SMA NEGERI 1 PAMOTAN,20315696,N,60,81.32,59.69,33.95,52.13,63.63,61.75,-,03,26,003
667, 0326004,SMA NEGERI 1 REMBANG,203156,N,204,84.05,73.95,60.22,67.89,65.85,69.56,-,03,26,004
668, 0326005,SMA NEGERI 2 REMBANG,20315654,N,161,77.69,64.63,61.25,67.75,57.27,65.42,-,03,26,005
669, 0326006,SMA NEGERI 3 REMBANG,20315655,N,89,77.36,52.95,54.28,54.65,46.97,50.37,-,03,26,006
670, 0326007,SMA NEGERI 1 SALE,20315682,N,39,79.27,58.3,33.37,54.07,60.96,57.1,-,03,26,007
671, 0326008,SMA NEGERI 1 SULANG,20315681,N,64,79.18,46.21,43.43,44.76,54.57,54.35,-,03,26,008
672, 0326009,SMA NEGERI 1 SUMBER,20315680,N,55,73.55,54.28,41.08,52.68,40.5,52.79,-,03,26,009
673, 0326202,SMA KARTINI REMBANG,20330114,S,14,74.19,50.98,59.29,52.71,42.32,41.62,-,03,26,202
674, 0326207,SMA SANTA MARIA,20315693,S,13,73.62,58.35,65.23,71.58,31.73,46.23,-,03,26,207
675, 0326500,MA NEGERI LASEM,20363192,N,62,79.01,51.48,36.25,42.22,45.36,53.92,-,03,26,500
676, 0326501,MA NEGERI REMBANG,20315899,N,60,75.15,46.72,39.26,45.08,43.63,50.57,-,03,26,501
677, 0326704,MA. MU`ALLIMIN MU`ALLIMAT,20315904,S,21,72.76,45.56,29.94,40.26,37.74,50.85,-,03,26,704
678, 0326706,MA NAHJATUS SHOLIHIN,20315906,S,26,72.55,41.01,30.02,41.36,44.13,47.3,-,03,26,706
679, 0326707,MA RIYADLOTUT THALABAH,20363201,S,75,79.34,57.13,44.37,50.44,56,55.67,-,03,26,707
680, 0326708,MA WALISONGO KALIORI,20363189,S,19,81.39,49.36,35.72,52.56,45.79,48,-,03,26,708
681, 0326709,MA YSPIS REMBANG,20315909,S,32,77.13,54.12,41.7,36.06,46.17,46.96,-,03,26,709
682, 0326712,MA AL-ANWAR,20330157,S,78,75.71,49.88,36.04,48.08,43.72,47.83,-,03,26,712
683, 0326713,MA DARUL HUDA,20363195,S,22,77.08,51.66,33.94,41.45,42.5,48.83,-,03,26,713
684, 0327001,SMA NEGERI 1 DEMAK,20319280,N,286,80.88,81.9,76.5,81.51,66.98,80.89,-,03,27,001
685, 0327002,SMA NEGERI 2 DEMAK,20319301,N,202,70.13,79.41,72.85,78.14,52.59,76.67,-,03,27,002
686, 0327003,SMA NEGERI 3 DEMAK,20319299,N,211,70.98,68.44,71.12,75.42,56.94,74.02,-,03,27,003
687, 0327004,SMA NEGERI 1 DEMPET,20319279,N,93,68.8,52.81,45.78,74.38,35.62,52.18,-,03,27,004
688, 0327005,SMA NEGERI 1 GUNTUR,20319290,N,107,69.6,68.21,56.48,74.81,46.33,55.21,-,03,27,005
689, 0327006,SMA NEGERI 1 KARANGANYAR,29319298,N,111,70.65,75.23,66.68,76.83,53.58,72.6,-,03,27,006
690, 0327007,SMA NEGERI 1 KARANGTENGAH,20319291,N,133,72.11,70.03,72.16,78.84,68.06,77.28,-,03,27,007
691, 0327008,SMA NEGERI 1 MIJEN,20319292,N,76,69.23,58.72,37.84,71.35,34.61,62.91,-,03,27,008
692, 0327009,SMA NEGERI 1 MRANGGEN,20319303,N,114,65.55,62.61,46.58,72.49,44.36,61.8,-,03,27,009
693, 0327010,SMA NEGERI 2 MRANGGEN,20319300,N,180,77.01,70.26,56.93,75.59,49.11,67.58,-,03,27,010
694, 0327011,SMA NEGERI 1 SAYUNG,20319302,N,53,68,69.91,72.95,78.44,70.28,76.98,-,03,27,011
695, 0327200,SMA ABDI NEGARA,20319328,S,19,53.14,64.76,39.73,70.86,24.21,67.83,-,03,27,200
696, 0327202,SMA AL MAARIF,20319326,S,21,44.84,39.03,30.04,52.45,21.9,47.8,-,03,27,202
697, 0327204,SMA FUTUHIYYAH,20319324,S,89,74.56,49.7,49.64,66.59,38.79,54.44,-,03,27,204
698, 0327206,SMA ISLAM MIFTAHUL HUDA GAJAH,20319289,S,20,71.26,70.96,76.16,75.71,29.5,77.02,-,03,27,206
699, 0327207,SMA ISLAM RAUDHOTUT THOLIBIN,20319322,S,35,65.74,68.87,64.51,77.14,22.43,74.88,-,03,27,207
700, 0327208,SMA ISLAM SULTAN FATAH WEDUNG DEMAK,20319321,S,23,70.44,46.12,29.47,61.97,27.61,40.43,-,03,27,208
701, 0327209,SMA ISLAMIC CENTRE SULTAN FATTAH DEMAK,20340665,S,14,69.74,48.7,25.08,72.95,27.14,45.79,-,03,27,209
702, 0327210,SMA KY AGENG GIRI,20319305,S,36,69.96,70.85,73.21,75.07,29.72,74.38,-,03,27,210
703, 0327211,SMA MAARIF KARANGAWEN,20319304,S,23,71.4,44.94,28.25,36.07,33.59,40.19,-,03,27,211
704, 0327212,SMA MUHAMMADIYAH 1 DEMAK,20319288,S,14,67.87,63.52,33.76,62.24,28.57,42.21,-,03,27,212
705, 0327213,SMA MUHAMMADIYAH 2 DEMAK,20319287,S,12,69.8,60.93,65.31,73.49,62.71,70.43,-,03,27,213
706, 0327214,SMA NAHDLATUSYSYUBBAN KARANGTENGAH,20319286,S,20,62.48,61.13,23.11,75.64,24.88,31.41,-,03,27,214
707, 0327216,SMA PGRI DEMAK,20319282,S,11,53.74,80.65,30.02,76.24,22.95,72.53,-,03,27,216
708, 0327218,SMA PEMBANGUNAN MRANGGEN,20319283,S,20,56.57,62.07,55.56,72.12,25.63,61.79,-,03,27,218
709, 0327219,SMA TAKHASSUS AL-QURAN,20319281,S,29,62.28,77.21,66.27,73.26,24.31,74.06,-,03,27,219
710, 0327500,MA NEGERI DEMAK,20362895,N,177,78.94,68.31,73.34,79.13,73.98,78.19,-,03,27,500
711, 0327701,MA AL HADI,20362871,S,38,65.52,68.44,32.48,42.64,36.84,46.94,-,03,27,701
712, 0327703,MA AL IRSYAD GAJAH,20362844,S,65,79.53,72.44,67.29,75.06,68.08,79.84,-,03,27,703
713, 0327708,MA FATHUL HUDA,20362884,S,59,76.99,67.08,73.53,75.44,69.53,74.86,-,03,27,708
714, 0327710,MA FUTUHIYYAH 02,20362869,N,119,73.34,54.74,43.21,60.11,41.7,53.68,-,03,27,710
715, 0327711,MA HIDAYATUL MUBTADIIN,20362882,S,35,74.58,67.95,69.87,74.45,65.79,74.96,-,03,27,711
716, 0327714,MA MANBAUL ULUM TLOGOREJO,20362856,S,30,64.43,64.63,35.4,73.71,31.92,45.66,-,03,27,714
717, 0327715,MA MATHOLIUL FALAH,20362838,S,36,73.43,66.93,74.47,78.22,75.83,82.37,-,03,27,715
718, 0327716,MA MAZROATUL HUDA KARANGANYAR,20340570,S,36,68.69,54.9,29.09,66.63,34.31,50.71,-,03,27,716
719, 0327717,MA MAZROATUL HUDA WONORENGGO,20362852,S,32,76.31,43.6,32.14,55.06,40.47,43.08,-,03,27,717
720, 0327720,MA MIFTAHUL ULUM NGEMPLAK MRANGGEN DEMAK,20362872,S,40,67.66,46.09,23.42,68.55,25.88,47.33,-,03,27,720
721, 0327721,MA MIFTAHUSSALAM,20319671,S,39,65.84,68.94,28.43,72.33,38.46,50.62,-,03,27,721
722, 0327722,MA NAHDLATUL ULAMA RAUDLATUL MUALLIMIN,20319664,S,41,66.62,40.9,25.37,30.62,37.44,42.26,-,03,27,722
723, 0327723,MA NAHDLATUL ULAMA 3 ITTIHAD BAHARI,20319667,S,38,72.33,49.68,44.96,61.21,35.46,44.44,-,03,27,723
724, 0327724,MA NU DEMAK,20362840,S,35,67.86,55.42,40.13,65.7,28.36,54.11,-,03,27,724
725, 0327725,MA NAHDLATUL ULAMA MRANGGEN,12203196,S,32,57.09,41.86,25.39,40.63,24.69,39.57,-,03,27,725
726, 0327726,MA NAHDLATUL ULAMA 2 SERANGAN,20362835,S,34,68.84,40.92,24.99,48.3,26.99,41.11,-,03,27,726
727, 0327728,MA NAHDLATUSY SYUBBAN,20319668,S,19,75.54,68.47,71.29,74.68,68.03,74.88,-,03,27,728
728, 0327729,MA NURUL HUDA MEDINI,20362843,S,17,74.01,47.19,25.69,42.64,36.18,43.41,-,03,27,729
729, 0327731,MA NURUL ULUM,20319646,S,46,67.88,39.11,24.41,28.75,29.67,34.1,-,03,27,731
730, 0327736,MA TAKHASSUS AL QURAN,20362836,S,19,61.63,74.17,71.04,71.38,20.13,66.29,-,03,27,736
731, 0327737,MA TAQWIYATUL WATHON,20362864,S,19,68.52,46.71,45.4,62.58,29.21,46.11,-,03,27,737
732, 0327739,MA YASUA,20319626,S,32,61.73,70.88,39.92,73.44,46.48,47.78,-,03,27,739
733, 0327740,MA AL MARUF,20362874,S,38,65.34,61.53,23.46,42.1,27.24,45.93,-,03,27,740
734, 0327743,MA AL-GHOZALI KEBONBATUR,20362876,S,21,65.75,63.33,26.44,64.88,24.17,47.58,-,03,27,743
735, 0327744,MA ASY-SYARIFAH,20362877,S,16,71.94,37.94,25.06,25.35,31.25,32.58,-,03,27,744
736, 0327750,MA AS-SAMANIYAH,20360372,S,38,78.18,65.53,69.97,74.32,67.57,72.16,-,03,27,750
737, 0327751,MA AN NIDHAM,20362886,S,37,68.66,64.08,70.11,76.81,65.27,71.43,-,03,27,751
738, 0327752,MA TARBIYATUL MUBTADIIN WILALUNG,20362845,S,57,75.85,69.25,72.24,75.49,69.43,72.01,-,03,27,752
739, 0327754,MA AL AHROM KARANGSARI,20362851,S,28,74.15,60.04,70.92,74.1,66.61,71.34,-,03,27,754
740, 0327755,MA MIFTAHUL ULUM KARANGREJO,20362839,S,29,57.49,31.79,20.1,20.94,23.45,37.61,-,03,27,755
741, 0327756,MA  NAHDLOTUSSIBYAN WONOKETINGAL,20362855,S,22,69.13,37.6,25.14,69.64,42.16,50.45,-,03,27,756
742, 0327759,MA ASY-SYARIFIYAH GUNTUR,20362218,S,33,76.72,70.92,73.19,77.03,68.94,76.07,-,03,27,759
743, 0327760,MA SHOLIHIYYAH,20362880,S,25,69.84,60.12,25.87,33.12,43.8,45.84,-,03,27,760
744, 0327764,MA MIFTAHUL ULUM,69788221,S,42,67.75,67.25,68.46,73.92,27.44,62.85,-,03,27,764
745, 0327765,MA SABILUL HUDA,69788058,S,20,74.03,66.14,67.11,73.41,66.75,71,-,03,27,765
746, 0327766,MA HIDAYATUL QURAN,69849454,S,30,53.57,64.22,69.54,74.06,22.75,71.03,-,03,27,766
747, 0328001,SMA NEGERI 1 GEYER,20313852,N,81,73.84,45.45,32.9,43.94,34.41,47.44,-,03,28,001
748, 0328002,SMA NEGERI 1 GODONG,20313851,N,238,77.72,67.13,54.91,69.51,60.95,65.29,-,03,28,002
749, 0328003,SMA NEGERI 1 GROBOGAN,20313850,N,225,74.38,56.92,58.65,67.25,50.18,56.42,-,03,28,003
750, 0328004,SMA NEGERI 1 GUBUG,20313849,N,290,72.76,67.8,50.69,73.99,55.99,65.33,-,03,28,004
751, 0328005,SMA NEGERI 1 KARANGRAYUNG,20313848,N,114,79.96,62.24,49.55,63.81,42.19,60.99,-,03,28,005
752, 0328006,SMA NEGERI 1 KRADENAN,20313847,N,238,76.29,79.5,69.85,77.48,50.86,70.94,-,03,28,006
753, 0328007,SMA NEGERI 1 PULOKULON,20313845,N,116,75.13,57.34,44.36,58.3,46.44,53.32,-,03,28,007
754, 0328008,SMA NEGERI 1 PURWODADI,20313845,N,245,81.81,73.28,68.03,78.69,59.98,75.06,-,03,28,008
755, 0328009,SMA NEGERI 1 TOROH,20313844,N,106,77.84,66.54,69.58,76.19,58.42,67.59,-,03,28,009
756, 0328010,SMA NEGERI 1 WIROSARI,20313845,N,193,76.65,58.83,53.83,65.59,48.24,63.85,-,03,28,010
757, 0328011,SMA NEGERI 1 GABUS,20331038,N,96,70.37,48.48,35.52,60.92,33.41,46.8,-,03,28,011
758, 0328201,SMA AL ISLAM WIROSARI,20331034,S,20,73.17,56.75,48.5,70,31.38,44.27,-,03,28,201
759, 0328202,SMA BUDILUHUR TANGGUNGHARJO,20331035,S,21,71.21,64.57,28.69,63.22,29.17,48.54,-,03,28,202
760, 0328204,SMA ISLAM KARANGRAYUNG,20313835,S,76,61.99,52.82,26.04,56.23,23.09,38.01,-,03,28,204
761, 0328205,SMA ISLAM SUDIRMAN KEDUNGJATI,20350707,S,13,69.23,50.65,54.34,62.65,51.73,43.37,-,03,28,205
762, 0328206,SMA ISLAM SUDIRMAN TANGGUNGHARJO,20313833,S,40,74.12,54.48,31.23,73.93,48.88,59.69,-,03,28,206
763, 0328207,SMA KELUARGA GUBUG,20331036,S,19,70.87,46.66,21.53,42.14,25.66,48.31,-,03,28,207
764, 0328208,SMA KRISTEN PURWODADI,20313832,S,35,69.66,52.33,25.96,41.93,31.14,45.3,-,03,28,208
765, 0328209,SMA MIFTAHUL HUDA PURWODADI,20313831,S,34,67.69,42.83,21.45,34.35,35.51,44.19,-,03,28,209
766, 0328211,SMA MUHAMMADIYAH GUBUG,20313829,S,58,72.92,57.67,42.51,57.57,50.73,52.64,-,03,28,211
767, 0328212,SMA MUHAMMADIYAH PURWODADI,20338131,S,55,68.12,44.13,37.63,65.98,33.55,49.59,-,03,28,212
768, 0328213,SMA MUHAMMADIYAH TAWANGHARJO,20313828,S,9,72.14,44.92,19.71,31.72,31.67,44.64,-,03,28,213
769, 0328215,SMA NU PANUNGGALAN,20313826,S,32,66.48,45.7,25.53,44.88,31.02,45.88,-,03,28,215
770, 0328218,SMA PGRI KUWU,20313841,S,51,65.99,55.17,36.78,55.78,43.19,45.53,-,03,28,218
771, 0328219,SMA PGRI PURWODADI,20313842,S,34,58.86,43.66,23.49,42.84,26.76,40.82,-,03,28,219
772, 0328220,SMA PGRI WIROSARI,20313856,S,39,68.93,57.25,39.49,67.57,48.14,53.33,-,03,28,220
773, 0328221,SMA PANCASILA,20313840,S,16,61.4,39.54,41.08,54.07,40.94,50.74,-,03,28,221
774, 0328223,SMA YASIHA GUBUG,20313854,S,124,62.86,70.54,57.96,75.53,43.06,70.77,-,03,28,223
775, 0328224,SMA YATPI GODONG,20314259,S,60,66.57,56.67,43.79,45.57,52.67,48.16,-,03,28,224
776, 0328226,SMA MIFTAHUS SAADAH,20341281,S,31,57.5,36.72,22.97,41.67,23.55,40.86,-,03,28,226
777, 0328500,MA NEGERI PURWODADI,20362915,N,190,72.76,58.26,42.92,59.99,37.46,62.79,-,03,28,500
778, 0328700,MA AL AZHAR,20362924,S,20,74.91,42.66,29.61,38.94,30.75,46.61,-,03,28,700
779, 0328701,MA AL HAMIDAH KUWU,20362911,S,20,71.19,54.76,29.17,40.82,33.13,33.05,-,03,28,701
780, 0328705,MA FATHUL ULUM,20362898,S,24,70.15,56.34,41.31,49.93,30.21,46.41,-,03,28,705
781, 0328706,MA FUTUHIYAH JEKETRO,20362905,S,27,73.79,66.91,26.87,62.71,22.87,45.59,-,03,28,706
782, 0328708,MA MIFTAHUT THULLAB,20362903,S,66,61.96,45.28,34.59,40.76,25.53,49.76,-,03,28,708
783, 0328709,MA MIRATUL MUSLIMIEN NGAMBAKREJO,20362919,S,18,70.73,59,53.06,52.31,27.78,55.77,-,03,28,709
784, 0328711,MA SUNNIYYAH SELO,20362920,S,83,74.64,43.57,25.39,36.04,31.63,42.45,-,03,28,711
785, 0328712,MA TAJUL ULUM,20362918,S,109,75.07,51.41,35.01,51.28,49.84,50.82,-,03,28,712
786, 0328714,MA YASPIA NGROTO,20362906,S,58,70.25,45.06,27.91,39.19,30.82,46.64,-,03,28,714
787, 0328715,MA YATPI,20362900,S,20,77.57,58.96,32.07,68.39,37.5,70.22,-,03,28,715
788, 0328716,MA NEGERI GUBUG,60728101,N,15,68.59,51.58,29.66,50.02,34.5,46.09,-,03,28,716
789, 0328717,MA YAFALAH GINGGANGTANI GUBUG,20362908,S,20,67.81,39.33,28.01,43.56,32,44.63,-,03,28,717
790, 0328719,MA YPI KLAMBU,20362910,S,19,73.7,58.79,32.84,38.58,38.29,52.82,-,03,28,719
791, 0328721,MA  NURIL HUDA,20362921,S,55,76.12,67.96,41.97,56.78,46.27,51.18,-,03,28,721
792, 0328724,MA AL ISHLAH PULOKULON,20362914,S,26,74.12,54.6,36.47,31.44,26.06,36.92,-,03,28,724
793, 0328725,MA YAROBI GROBOGAN,20362904,S,44,68.72,47.67,27.02,49.65,29.09,43.32,-,03,28,725
794, 0328730,MA SHOFA MARWA PLOSOHARJO,69788205,S,23,80.49,53.82,70.8,40.77,54.35,51.19,-,03,28,730
795, 0328731,MA PLUS AL HIDAYAH KARANGRAYUNG,69806619,S,25,61.31,38.73,20.38,23.24,25.7,28.64,-,03,28,731
796, 0329001,SMA NEGERI 1 BOJA,20321974,N,107,78.72,70.42,63.61,72.47,56.24,60.18,-,03,29,001
797, 0329002,SMA NEGERI 1 CEPIRING,20321973,N,74,76.44,60.22,47.72,70.2,38.04,59.77,-,03,29,002
798, 0329003,SMA NEGERI 1 GEMUH,20321831,N,108,72.17,54.97,32.21,52.75,36.76,48.74,-,03,29,003
799, 0329004,SMA NEGERI 1 KALIWUNGU,20321959,N,128,78.08,66.61,53.83,65.02,46.88,60.42,-,03,29,004
800, 0329005,SMA NEGERI 1 KENDAL,20321907,N,214,82.62,82.66,71.78,90.57,59.4,84.14,-,03,29,005
801, 0329006,SMA NEGERI 2 KENDAL,20321833,N,109,78.68,75.13,55.32,78.64,47.57,62.48,-,03,29,006
802, 0329007,SMA NEGERI 1 LIMBANGAN,20321853,N,68,77.65,53.48,33.58,48.59,34.71,51.44,-,03,29,007
803, 0329008,SMA NEGERI 1 PEGANDON,20321838,N,104,80.17,60.96,49.27,62.17,54.66,60.41,-,03,29,008
804, 0329009,SMA NEGERI 1 SUKOREJO,20321835,N,100,82.75,67.58,67.42,75.53,62.58,73.17,-,03,29,009
805, 0329010,SMA NEGERI 2 SUKOREJO,20321832,N,35,67.35,67.61,59.59,53.94,46.14,58.75,-,03,29,010
806, 0329011,SMA NEGERI 1 WELERI,20321834,N,183,78.78,60.46,42.71,68.46,39.33,58.03,-,03,29,011
807, 0329012,SMA NEGERI 1 PATEAN,20321839,N,21,77.36,53.99,40.01,36.65,45.48,46.95,-,03,29,012
808, 0329013,SMA NEGERI 1 ROWOSARI,20321837,N,62,71,42.44,23.35,50.54,31.61,43.44,-,03,29,013
809, 0329014,SMA NEGERI 1 SINGOROJO,20321836,N,33,71.44,57.15,35.97,37.76,30.83,48.75,-,03,29,014
810, 0329200,SMA MUHAMMADIYAH 1 WELERI,20331092,S,20,70.21,47.64,25.78,46.94,37.25,37.18,-,03,29,200
811, 0329202,SMA MUHAMMADIYAH 3 KALIWUNGU,20331093,S,24,69.22,53.8,66.92,59.32,23.75,47.26,-,03,29,202
812, 0329203,SMA MUHAMMADIYAH 4 KENDAL,20321972,S,23,65.5,43.45,30.19,61.14,35.33,53.9,-,03,29,203
813, 0329204,SMA NU 01 AL HIDAYAH KENDAL,20321981,S,24,68.21,50.48,39.16,46.88,30.1,45.13,-,03,29,204
814, 0329206,SMA NU 03 MUALLIMIN WELERI,20331091,S,33,68.08,45.09,24.17,41.93,30.61,44.42,-,03,29,206
815, 0329207,SMA PGRI 01 KENDAL,20321980,S,73,64.91,48.79,33.94,55.96,39.52,43.6,-,03,29,207
816, 0329210,SMA PONDOK MODERN SELAMAT KENDAL,20321977,S,134,79.41,76.9,56.15,87.66,65.62,78.74,-,03,29,210
817, 0329211,SMA THERESIANA WELERI,20321976,S,16,76.15,68.16,34.45,43.88,53.44,54.99,-,03,29,211
818, 0329212,SMA TRISULA KENDAL,20321975,S,14,64.26,45.63,23.94,39.89,26.07,38.1,-,03,29,212
819, 0329216,SMA NU 05 BRANGSONG,20341009,S,16,64.09,40.24,24.38,30.32,29.84,36.76,-,03,29,216
820, 0329500,MA NEGERI KENDAL,20322151,N,212,75.57,55.84,48.26,58.6,53.2,53.87,-,03,29,500
821, 0329700,MA DARUL AMANAH,20363016,S,43,74.7,55.58,28.66,29.42,34.19,40.01,-,03,29,700
822, 0329703,MA NU 03 SUNAN KATONG,20322147,S,29,73.69,57.53,31.42,38.12,34.66,45.74,-,03,29,703
823, 0329704,MA NU 04 AL-MAARIF BOJA,20363007,S,34,74.31,47.02,25.12,29.43,32.79,41.83,-,03,29,704
824, 0329706,MA NU 06 CEPIRING,20322144,S,20,72.24,39.17,23.42,24.83,29.5,45.62,-,03,29,706
825, 0330001,SMA NEGERI 1 AMBARAWA,20320387,N,162,81.25,63.44,48.6,53.52,57.31,62.95,-,03,30,001
826, 0330002,SMA NEGERI 1 BERGAS,20320386,N,96,82.3,64.14,48.48,58.66,42.58,58.48,-,03,30,002
827, 0330003,SMA NEGERI 1 BRINGIN,20320385,N,76,79.85,56.48,42.78,48.6,54.64,55.95,-,03,30,003
828, 0330004,SMA NEGERI 1 GETASAN,20320384,N,18,79.67,52.95,34.86,46.76,45.56,49.03,-,03,30,004
829, 0330005,SMA NEGERI 1 PABELAN,20320383,N,33,71.93,61.39,54.16,68.23,46.06,49,-,03,30,005
830, 0330006,SMA NEGERI 1 SURUH,20320369,N,36,76.99,47.82,31.7,38.14,39.72,49.61,-,03,30,006
831, 0330007,SMA NEGERI 1 SUSUKAN,20320258,N,13,75.45,55.35,56.02,68.35,31.35,43.68,-,03,30,007
832, 0330008,SMA NEGERI 1 TENGARAN,20320244,N,146,79.06,67.67,59.86,67.04,54.74,58.61,-,03,30,008
833, 0330009,SMA NEGERI 1 TUNTANG,20320243,N,53,74.92,50.54,56.35,46.32,38.54,49.21,-,03,30,009
834, 0330010,SMA NEGERI 1 UNGARAN,20320242,N,184,84.18,75.4,55.32,72.26,57.57,71.26,-,03,30,010
835, 0330011,SMA NEGERI 2 UNGARAN,20320241,N,159,78.6,71.24,46.96,68.35,32.88,59.73,-,03,30,011
836, 0330202,SMA ISLAM PLUS BINA INSANI,20320374,S,48,75.5,46.08,29.89,36.53,43.96,44.61,-,03,30,202
837, 0330203,SMA ISLAM SUDIRMAN AMBARAWA,20320373,S,61,77.01,49.64,38.55,38.77,49.63,48.5,-,03,30,203
838, 0330204,SMA ISLAM SUDIRMAN BRINGIN,20320372,S,9,68.08,37.07,21.92,27.41,30.56,27.39,-,03,30,204
839, 0330206,SMA KARTIKA III-1 BANYUBIRU,20320370,S,20,77.86,50.13,71.85,49.48,30.13,51.14,-,03,30,206
840, 0330208,SMA MUHAMMADIYAH GENTAN SUSUKAN,20320393,S,8,76.36,36.06,30.4,53.53,34.38,34.53,-,03,30,208
841, 0330210,SMA SEDES SAPIENTIAE JAMBU,20320392,S,23,85.62,70.52,64.11,84.31,68.8,69.83,-,03,30,210
842, 0330213,SMA VIRGO FIDELIS,20320389,S,16,83.33,56.23,37.58,46.73,60,57.93,-,03,30,213
843, 0330214,SMA WIRA USAHA BANDUNGAN,20320388,S,17,74.25,56.11,24.11,29.48,32.79,41.19,-,03,30,214
844, 0330500,MA NEGERI SURUH,20363207,N,40,75.81,48.86,32.8,40.44,44.25,44.18,-,03,30,500
845, 0330501,MA NEGERI TENGARAN,20363209,N,28,77.74,53.82,35.61,45.61,47.77,48.05,-,03,30,501
846, 0330700,MA AL BIDAYAH CANDI,20363205,S,26,80.29,51.58,38.55,39.4,49.71,47.19,-,03,30,700
847, 0330705,MA PSA NURUL AMAL,69827795,S,20,70.82,46.89,22.2,25.86,30.75,39.88,-,03,30,705
848, 0331001,SMA NEGERI 1 BANDAR,20322745,N,97,80.11,69.24,68.72,65.76,57.99,55.51,-,03,31,001
849, 0331002,SMA NEGERI 1 BATANG,20322744,N,134,84.24,75.91,75.49,88.17,76.55,83.36,-,03,31,002
850, 0331003,SMA NEGERI 2 BATANG,20322740,N,116,77.01,67.76,43.69,74.85,52.78,56.88,-,03,31,003
851, 0331004,SMA NEGERI 1 BAWANG,20322743,N,103,75.89,57.61,66.66,69.4,52.65,46.2,-,03,31,004
852, 0331005,SMA NEGERI 1 GRINGSING,20322742,N,65,72.36,50.1,24.78,47.77,25.77,46.72,-,03,31,005
853, 0331006,SMA NEGERI 1 SUBAH,20322741,N,145,81.88,64.3,56.56,67.19,52.03,61.13,-,03,31,006
854, 0331007,SMA NEGERI 1 WONOTUNGGAL,20337813,N,70,76.17,52.33,60.03,63.17,55.68,49.8,-,03,31,007
855, 0331201,SMA BHAKTI PRAJA BATANG,20322729,S,28,65.7,60.09,38.75,63.95,49.55,55.14,-,03,31,201
856, 0331202,SMA BHAKTI PRAJA LIMPUNG,20322737,S,10,67.16,43.47,26.83,52.93,32.5,50.63,-,03,31,202
857, 0331203,SMA ISLAM AHMAD YANI BATANG,20322738,S,43,67.43,60.4,38.02,65.6,34.01,49.78,-,03,31,203
858, 0331205,SMA WAHID HASYIM TERSONO,20322746,S,20,74.97,50.49,29.29,44.58,36.88,50.11,-,03,31,205
859, 0331500,MA NEGERI BATANG,20364931,N,69,68.42,64.98,32.03,71.24,46.41,50.58,-,03,31,500
