No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah
1496, 02210518,"MA PUTRI PUI MAJALENGKA, KABUPATEN MAJALENGKA",20277249,S,25,72.96,53.2,32,-,-,80,59.54,02,21,051
1497, 02210529,MA PERSIS CINGAMBUL,69955708,S,17,67.65,45.18,35.44,-,-,43.09,47.84,02,21,052
1498, 02210531,MA UNGGULAN AMANATUL UMMAH 02,69957755,S,40,69.9,51.7,49.31,47.5,71,58.3,57.97,02,21,053
1499, 02220001,"SMA NEGERI 1 BUNGURSARI, KABUPATEN PURWAKARTA",20217461,N,169,68.04,47.42,33.67,36.23,38.82,46.79,47.78,02,22,000
1500, 02220002,"SMA NEGERI 1 CIBATU, KABUPATEN PURWAKARTA",20217479,N,107,67.98,45.05,32.1,36.25,40.32,49.05,47.86,02,22,000
1501, 02220003,"SMA NEGERI 1 DARANGDAN, KABUPATEN PURWAKARTA",20217408,N,205,71.04,47.14,33.52,33.94,44.17,48.54,49.02,02,22,000
1502, 02220004,"SMA NEGERI 1 JATILUHUR, KABUPATEN PURWAKARTA",20217338,N,141,64.57,45.36,31.54,34.29,46.79,46.06,46.17,02,22,000
1503, 02220005,"SMA NEGERI 1 MANIIS, KABUPATEN PURWAKARTA",20251911,N,63,54.48,40.25,28.61,-,-,40.12,40.87,02,22,000
1504, 02220006,"SMA NEGERI 1 PASAWAHAN, KABUPATEN PURWAKARTA",20229746,N,193,65.36,41.63,30.76,36.61,48.75,43.64,45.01,02,22,000
1505, 02220007,"SMA NEGERI 1 PURWAKARTA, KABUPATEN PURWAKARTA",20217357,N,318,79.18,70.37,49.62,57.08,54.12,63.85,65.1,02,22,000
1506, 02220008,"SMA NEGERI 1 SUKASARI, KABUPATEN PURWAKARTA",20229747,N,29,59.79,37.17,29.74,34,-,39.48,41.31,02,22,000
1507, 02220009,"SMA NEGERI 1 SUKATANI, KABUPATEN PURWAKARTA",20217358,N,151,68.08,46.4,34.83,43.13,45.13,49.22,49.38,02,22,000
1508, 02220010,"SMA NEGERI 1 TEGALWARU, KABUPATEN PURWAKARTA",20217359,N,105,62.95,40.82,31.55,35.09,37.5,42.61,43.46,02,22,001
1509, 02220011,"SMA NEGERI 1 WANAYASA, KABUPATEN PURWAKARTA",20217360,N,159,69.89,44.86,33.98,41.94,41.9,45.69,48.3,02,22,001
1510, 02220012,"SMA NEGERI 2 PURWAKARTA, KABUPATEN PURWAKARTA",20217361,N,278,74.65,57.48,38.02,41.4,47.81,51.81,54.86,02,22,001
1511, 02220013,"SMA NEGERI 3 PURWAKARTA, KABUPATEN PURWAKARTA",20217363,N,198,71.97,55.53,35.53,38.75,42.75,48.19,52.05,02,22,001
1512, 02220015,"SMA AL MUHAJIRIN, KABUPATEN PURWAKARTA",20229745,S,32,65.38,43,31.56,40,40,48.02,46.49,02,22,001
1513, 02220018,"SMA PGRI 1, KABUPATEN PURWAKARTA",20229752,S,60,59.8,38.1,29.96,36,40.68,40,41.92,02,22,001
1514, 02220021,"SMA NEGERI 1 CAMPAKA, KABUPATEN PURWAKARTA",20254043,N,187,69.06,49.6,32.9,40,44.29,48.28,49.79,02,22,002
1515, 02220024,SMA NEGERI BABAKANCIKAO,69849088,N,23,62,40.96,31.74,-,30,42.84,44.25,02,22,002
1516, 02220025,SMA NEGERI 1 PLERED,69848997,N,118,67.05,43.22,31.53,34.58,48.5,44.96,45.56,02,22,002
1517, 02220501,"MA NEGERI PURWAKARTA, KABUPATEN PURWAKARTA",20277271,N,147,70.16,49.61,38.16,38.57,58.71,48.72,51.71,02,22,050
1518, 02220502,"MA AL IRFAN, KABUPATEN PURWAKARTA",20277253,S,21,57.43,36,27.02,-,-,40.12,40.15,02,22,050
1519, 02220504,"MA AL-HUDA JATILUHUR, KABUPATEN PURWAKARTA",20277261,S,19,64.32,39.68,30.79,-,-,42.63,44.36,02,22,050
1520, 02220505,"MA AL-MANAR, KABUPATEN PURWAKARTA",20277256,S,11,70.55,38.91,28.64,22.5,36.25,44.29,44.24,02,22,050
1521, 02220509,"MA AL-MUTHOHHAR, KABUPATEN PURWAKARTA",20277260,S,60,66.47,50.87,51.75,38.57,66.33,53.55,55.59,02,22,050
1522, 02220514,"MA MAI, KABUPATEN PURWAKARTA",20277268,S,45,64.53,44.27,33.33,46.5,44.23,43.3,46.61,02,22,051
1523, 02220516,"MA YPIA CIKERIS, KABUPATEN PURWAKARTA",20277272,S,34,73.88,44.53,33.01,35,40,45.95,49.09,02,22,051
1524, 02220517,"MA YPMI WANAYASA, KABUPATEN PURWAKARTA",20277273,S,46,62.39,38.83,30.16,36.25,-,42.44,43.39,02,22,051
1525, 02220518,"MA YPPA CIPULUS, KABUPATEN PURWAKARTA",20277274,S,209,62.81,38.66,29.2,33.55,35.63,41.97,42.41,02,22,051
1526, 02230001,"SMA NEGERI 1 BLANAKAN, KABUPATEN SUBANG",20233652,N,150,56.81,39.6,30.5,33.67,42.5,38.91,41.34,02,23,000
1527, 02230002,"SMA NEGERI 1 CIASEM, KABUPATEN SUBANG",20216945,N,177,74.26,50.85,33.64,47.5,56.32,51.64,52.71,02,23,000
1528, 02230003,"SMA NEGERI 1 CIPEUNDEUY, KABUPATEN SUBANG",20216944,N,85,62.19,41.65,31.32,34.76,46.25,43.75,43.95,02,23,000
1529, 02230004,"SMA NEGERI 1 COMPRENG, KABUPATEN SUBANG",20233653,N,109,61.54,41.94,32.32,35.31,40,43.09,44.23,02,23,000
1530, 02230005,"SMA NEGERI 1 JALANCAGAK, KABUPATEN SUBANG",20216943,N,276,70.33,50.17,34.98,40.36,46.48,47.68,50.53,02,23,000
1531, 02230006,"SMA NEGERI 1 KALIJATI, KABUPATEN SUBANG",20216942,N,130,62.6,42.82,30.71,37.5,42.12,44.78,45.12,02,23,000
1532, 02230007,"SMA NEGERI 1 PABUARAN, KABUPATEN SUBANG",20245860,N,115,61.55,43.29,31.41,-,-,43.76,45,02,23,000
1533, 02230008,"SMA NEGERI 1 PAGADEN, KABUPATEN SUBANG",20216941,N,255,67.95,45.74,33.32,48.93,55,48.92,49.04,02,23,000
1534, 02230009,"SMA NEGERI 1 PAMANUKAN, KABUPATEN SUBANG",20216940,N,292,73.47,49.47,35.3,40.42,50.39,49.11,51.77,02,23,000
1535, 02230010,"SMA NEGERI 1 PATOKBEUSI, KABUPATEN SUBANG",20233657,N,120,62.38,40.65,29.75,85.83,41.25,46.93,45.03,02,23,001
1536, 02230011,"SMA NEGERI 1 PURWADADI, KABUPATEN SUBANG",20216939,N,264,65.16,46.88,32.77,37,42.67,44.5,47.17,02,23,001
1537, 02230012,"SMA NEGERI 1 PUSAKANAGARA, KABUPATEN SUBANG",20233654,N,185,63.35,41.94,32.76,34.57,41.07,44.87,45.29,02,23,001
1538, 02230013,"SMA NEGERI 1 SERANGPANJANG, KABUPATEN SUBANG",20233655,N,112,58.96,40.84,32.28,40,42.5,39.83,43.01,02,23,001
1539, 02230014,"SMA NEGERI 1 SUBANG, KABUPATEN SUBANG",20216938,N,268,82.68,70.4,46.83,52.16,62.79,65.48,65.86,02,23,001
1540, 02230015,"SMA NEGERI 2 SUBANG, KABUPATEN SUBANG",20216937,N,372,69.91,51.28,35,36.68,58.57,49.32,50.74,02,23,001
1541, 02230016,"SMA NEGERI 3 SUBANG, KABUPATEN SUBANG",20216952,N,218,73.76,53.7,34.76,41.25,51.07,55.44,54.05,02,23,001
1542, 02230017,"SMA NEGERI 1 TANJUNGSIANG, KABUPATEN SUBANG",20233656,N,151,68,42.33,35.83,39.38,50,44.9,47.91,02,23,001
1543, 02230018,"SMA ASSALAFIYAH CIASEM, KABUPATEN SUBANG",20247270,S,33,57.76,44.12,29.47,-,-,37.8,42.29,02,23,001
1544, 02230019,"SMA ATTAWAZUN KALIJATI, KABUPATEN SUBANG",20246376,S,54,64.93,44.93,29.86,30,35.83,44.5,45.87,02,23,001
1545, 02230029,"SMA MUHAMMADIYAH SUKAMANDI, KABUPATEN SUBANG",20233650,S,19,49.79,39.58,28.68,-,-,35.26,38.33,02,23,002
1546, 02230032,"SMA PGRI 1 SUBANG, KABUPATEN SUBANG",20233658,S,204,59.05,40.75,30.85,-,-,40.67,42.83,02,23,003
1547, 02230033,"SMA PGRI 2 SUBANG, KABUPATEN SUBANG",20233659,S,12,56.33,42.5,26.67,-,32.5,38.61,40.65,02,23,003
1548, 02230037,"SMA PLUS ASTHA HANNAS BINONG, KABUPATEN SUBANG",20233663,S,41,70.29,57.27,35.3,39.38,46.5,48.89,52.56,02,23,003
1549, 02230039,"SMA PLUS PAGELARAN CISALAK, KABUPATEN SUBANG",20233665,S,21,70.95,52.95,40.83,33.57,-,46.43,51.72,02,23,003
1550, 02230042,"SMA TAMANSISWA PAMANUKAN, KABUPATEN SUBANG",20233669,S,6,40.33,37,30.83,-,-,29.17,34.33,02,23,004
1551, 02230045,SMA YADIKA KALIJATI,20255782,S,19,64.21,49.26,32.24,39.17,39,42.27,46.66,02,23,004
1552, 02230046,"SMA MODERN RIYADHUL JANNAH, KABUPATEN SUBANG",20270484,S,37,67.73,59.35,39.8,-,-,58.72,56.4,02,23,004
1553, 02230047,SMA IT AS-SYIFA BOARDING SCHOOL,20258396,S,194,84.27,77.72,54.43,58.19,56.9,68.44,69.88,02,23,004
1554, 02230501,MA NEGERI 1 SUBANG,20280390,N,133,68.47,53.13,50.56,53.75,56.67,59.65,57.88,02,23,050
1555, 02230503,"MA AL-HUSNA CISALAK, KABUPATEN SUBANG",20277281,S,42,62.62,39.62,39.76,51.67,65,45.99,47.21,02,23,050
1556, 02230504,"MA AL-ISHLAH SAGALAHERANG, KABUPATEN SUBANG",20277282,S,37,61.78,40.81,35.81,-,47.5,41.88,45.11,02,23,050
1557, 02230505,"MA AL-ISTIQOMAH, KABUPATEN SUBANG",20277284,S,21,71.9,52.48,42.14,-,-,46.79,53.33,02,23,050
1558, 02230508,"MA PP DARUSSALAM, KABUPATEN SUBANG",20277291,S,89,71.24,56.85,38.82,43.38,52.73,54.89,54.67,02,23,050
1559, 02230510,"MA TARBIYATUL MUTAALIMIN, KABUPATEN SUBANG",20280392,S,33,58.3,42.42,34.39,37.73,-,43.07,44.1,02,23,051
1560, 02230513,MA NEGERI 2 SUBANG,20277288,N,80,59.9,47.28,36.59,52.5,41.25,65.82,52,02,23,051
1561, 02230514,"MA AL-ISHLAH, KABUPATEN SUBANG",20277278,S,43,53.58,35.63,28.78,-,-,38.6,39.15,02,23,051
1562, 02230518,"MA DARUSSALAM, KABUPATEN SUBANG",20280388,S,33,58.3,38.36,30.76,33.89,-,42.5,41.9,02,23,051
1563, 02230519,"MA MIFTAHUL HUDA RANCASARI PAMANUKAN, KAB. SUBANG",20280386,S,29,55.1,35.86,28.1,-,-,40.34,39.86,02,23,051
1564, 02230525,MA AL IKHLAS CIATER,20277277,S,22,52.09,35.45,29.77,-,-,39.66,39.25,02,23,052
1565, 02240001,"SMA NEGERI 1 CIBADAK, KABUPATEN SUKABUMI",20202317,N,262,79.78,67.6,50.04,50,60.55,65.51,64.5,02,24,000
1566, 02240002,"SMA NEGERI 1 CICURUG, KABUPATEN SUKABUMI",20202289,N,239,75.5,57.28,40.07,40.97,43.37,53.59,55.72,02,24,000
1567, 02240003,"SMA NEGERI 1 CIKEMBAR, KABUPATEN SUKABUMI",20202288,N,161,73.33,51.2,36.23,36.92,47.14,48.2,51.48,02,24,000
1568, 02240004,"SMA NEGERI 1 CIKIDANG, KABUPATEN SUKABUMI",20252008,N,107,69.21,44.67,33.29,34.48,61.88,48.07,48.18,02,24,000
1569, 02240005,"SMA NEGERI 1 CIRACAP, KABUPATEN SUKABUMI",20202260,N,100,62.6,38.96,31.38,32.85,38.65,44.75,42.99,02,24,000
1570, 02240006,"SMA NEGERI 1 CISAAT, KABUPATEN SUKABUMI",20202261,N,193,73.61,51.14,36.36,38.99,43.08,44.96,50.85,02,24,000
1571, 02240007,"SMA NEGERI 1 CISOLOK, KABUPATEN SUKABUMI",20202262,N,133,69.77,46.68,34.3,37.02,45.1,44.4,48.53,02,24,000
1572, 02240008,"SMA NEGERI 1 JAMPANG TENGAH, KABUPATEN SUKABUMI",20202264,N,134,69.4,43.96,34.7,39.72,47.09,47.46,48.46,02,24,000
1573, 02240009,"SMA NEGERI 1 JAMPANGKULON, KABUPATEN SUKABUMI",20202263,N,255,68.6,45.04,34.24,34.18,45.8,44.81,47.69,02,24,000
1574, 02240010,"SMA NEGERI 1 KABANDUNGAN, KABUPATEN SUKABUMI",20253664,N,106,65.94,43.42,34.01,39.38,55,41.26,46.1,02,24,001
1575, 02240011,"SMA NEGERI 1 KALIBUNDER, KABUPATEN SUKABUMI",20253845,N,34,68.47,66.12,46.69,-,-,57.65,59.73,02,24,001
1576, 02240012,"SMA NEGERI 1 LENGKONG, KABUPATEN SUKABUMI",20202265,N,107,63.74,39.21,33.48,30.71,40.69,42.6,44.29,02,24,001
1577, 02240013,"SMA NEGERI 1 NAGRAK, KABUPATEN SUKABUMI",20202266,N,143,72.57,54.9,34.51,44.55,50.56,48.38,52.62,02,24,001
1578, 02240014,"SMA NEGERI 1 NYALINDUNG, KABUPATEN SUKABUMI",20252009,N,56,71.43,50.64,37.77,43.75,60.23,50.83,53.47,02,24,001
1579, 02240015,"SMA NEGERI 1 PARAKANSALAK, KABUPATEN SUKABUMI",20251778,N,113,65.77,42.76,33.1,37.5,51.67,46,46.91,02,24,001
1580, 02240016,"SMA NEGERI 1 PARUNGKUDA, KABUPATEN SUKABUMI",20202254,N,145,75.17,57.19,44.47,42.17,47.29,48.61,56.14,02,24,001
1581, 02240017,"SMA NEGERI 1 PELABUHANRATU, KABUPATEN SUKABUMI",20202267,N,252,66.97,51.73,38.27,38.58,43.6,49.81,50.69,02,24,001
1582, 02240018,"SMA NEGERI 1 SAGARANTEN, KABUPATEN SUKABUMI",20202259,N,110,63.07,43.15,31.3,34.33,44,40.94,44.43,02,24,001
1583, 02240019,"SMA NEGERI 1 SIMPENAN, KABUPATEN SUKABUMI",20202258,N,68,55.76,38.53,46.8,36.67,73.15,54.29,50.06,02,24,001
1584, 02240020,"SMA NEGERI 1 SUKARAJA, KABUPATEN SUKABUMI",20202250,N,180,70.83,50.51,36.22,44.88,47.75,50.4,51.8,02,24,002
1585, 02240021,"SMA NEGERI 1 SURADE, KABUPATEN SUKABUMI",20253979,N,232,61.21,42.51,32.41,35.89,35.19,42.96,44.34,02,24,002
1586, 02240022,"SMA NEGERI 1 WARUNGKIARA, KABUPATEN SUKABUMI",20202251,N,141,60.77,42.94,31.17,34,44.5,44.2,44.32,02,24,002
1587, 02240023,"SMA AL ATIQIYAH, KABUPATEN SUKABUMI",20247145,S,45,64.04,39.64,31.06,-,-,42.94,44.43,02,24,002
1588, 02240024,"SMA AL KHOLILIYAH, KABUPATEN SUKABUMI",20253030,S,20,61.1,37,31.75,33.75,-,40.14,42.34,02,24,002
1589, 02240025,"SMA AL-BAIRUNI, KABUPATEN SUKABUMI",20247146,S,20,44.4,36,27,-,-,34.5,35.48,02,24,002
1590, 02240026,"SMA AL-BASHRIYAH, KABUPATEN SUKABUMI",20253663,S,20,62.4,47.5,35,-,44.5,-,47.35,02,24,002
1591, 02240027,"SMA AL-FURQON CARINGIN, KABUPATEN SUKABUMI",20246145,S,26,69.54,37.62,30.77,33.5,38.13,49.41,45.64,02,24,002
1592, 02240029,"SMA AL-MASTHURIYAH, KABUPATEN SUKABUMI",20247144,S,32,69.5,55.13,32.34,30,45.83,45,50.42,02,24,002
1593, 02240032,"SMA AZZAINIYYAH, KABUPATEN SUKABUMI",20246334,S,18,67.67,42.89,35.28,-,-,48.06,48.48,02,24,003
1594, 02240033,"SMA INSAN CENDEKIA AL KAUSAR, KABUPATEN SUKABUMI",20247152,S,36,85.94,87.67,66.18,80,76.88,77.35,79.55,02,24,003
1595, 02240035,"SMA ISLAM AL-BASHRY KALAPANUNGGAL, KAB, SUKABUMI",20247153,S,81,65.06,41.01,30.22,-,40,42.31,44.65,02,24,003
1596, 02240036,"SMA ISLAM AS-SYAFIIYAH, KABUPATEN SUKABUMI",20252855,S,29,67.24,46,30.34,35,40.63,49.09,47.52,02,24,003
1597, 02240038,"SMA ISLAM MIFTAHUSSAADAH, KABUPATEN SUKABUMI",20247155,S,82,60.73,39.73,30.03,35.63,32.19,43.04,43.03,02,24,003
1598, 02240039,"SMA ISLAM NURUL HUDA, KABUPATEN SUKABUMI",20253661,S,33,63.27,39.88,29.47,32.63,45,46.35,42.76,02,24,003
1599, 02240040,"SMA ISLAM TARBIYYATUL FALAH, KABUPATEN SUKABUMI",20247156,S,19,61.05,40.11,30,-,52.5,42.08,43.45,02,24,004
1600, 02240041,"SMA ISLAM TERPADU MAHMUDIYYAH, KABUPATEN SUKABUMI",20247158,S,61,64.49,41.7,32.66,37.5,52.5,42.77,45.08,02,24,004
1601, 02240043,"SMA MUTIARA, KABUPATEN SUKABUMI",20247160,S,85,60.47,48.05,32.41,41,37.5,45.17,46.35,02,24,004
1602, 02240045,"SMA PESANTREN UNGGUL AL BAYAN, KABUPATEN SUKABUMI",20247147,S,112,84.29,83.32,70.74,71.54,76.88,75.26,78.17,02,24,004
1603, 02240046,"SMA PGRI CIBADAK, KABUPATEN SUKABUMI",20253982,S,19,67.05,42,31.97,35,-,45.97,46.61,02,24,004
1604, 02240047,"SMA PGRI CICURUG, KABUPATEN SUKABUMI",20247163,S,66,59.3,39.3,33.52,-,37.86,41.88,43.29,02,24,004
1605, 02240051,"SMA PLUS YASPIDA, KABUPATEN SUKABUMI",20246335,S,138,63.39,54.22,39.26,40.5,44.38,46.74,50.63,02,24,005
1606, 02240053,"SMA TERPADU DARUL AMAL, KABUPATEN SUKABUMI",20247169,S,75,72.59,52.11,36.23,45.96,51.84,56.16,53.56,02,24,005
1607, 02240054,"SMA ULUL AL-BAAB, KABUPATEN SUKABUMI",20247170,S,24,54.17,36.67,29.38,-,-,43.65,40.97,02,24,005
1608, 02240056,"SMA YASTI CISAAT, KABUPATEN SUKABUMI",20247172,S,18,64.67,48.67,29.03,37.5,-,42.97,46.18,02,24,005
1609, 02240058,SMA NEGERI 1 CIKAKAK,20267968,N,128,63.3,46.73,35.51,37.05,70.38,48.2,48.76,02,24,005
1610, 02240059,"SMA UNGGULAN AR-RAHMAN, KABUPATEN SUKABUMI",20258335,S,19,78.42,74.11,47.37,49.38,73,82.5,68.23,02,24,005
1611, 02240060,"SMA PGRI CIKIDANG, KABUPATEN SUKABUMI",60724689,S,39,54.62,38.67,31.15,-,-,41.79,41.56,02,24,006
1612, 02240062,"SMA NEGERI 1 CIEMAS, KABUPATEN SUKABUMI",60726697,N,76,55,37.74,29.57,30.63,32.81,38.56,39.71,02,24,006
1613, 02240067,"SMA PGRI CIAMBAR, KABUPATEN SUKABUMI",69888716,S,35,60.74,37.83,30.5,-,-,42.21,42.82,02,24,006
1614, 02240071,SMA NEGERI 1 CIREUNGHAS,69944078,N,16,61.88,45.25,26.56,-,-,48.75,45.61,02,24,007
1615, 02240072,SMA PERMATA MANDIRI,69915781,S,10,58.8,39.2,31,-,-,40,42.25,02,24,007
1616, 02240076,SMA NEGERI 1 CIDAHU,69963098,N,61,62.1,43.25,32.95,36.11,40.5,43.83,45.18,02,24,007
1617, 02240078,SMA IT ADZKIA,69972822,S,19,84.11,75.79,52.89,52.5,70,60.71,68.53,02,24,007
1618, 02240081,SMA DOA BANGSA,69960972,S,23,75.22,62.09,40.22,45.83,68.75,54.84,58.4,02,24,008
1619, 02240501,MA NEGERI 1 SUKABUMI,20280416,N,157,73.77,49.57,36.16,42.6,67.4,54.11,53.48,02,24,050
1620, 02240502,MA NEGERI 3 SUKABUMI,20280453,N,190,65.25,48.57,41.63,50,70.15,53.92,52.62,02,24,050
1621, 02240503,MA NEGERI 4 SUKABUMI,20280432,N,84,67.6,44.79,31.31,37.22,45.36,44.34,46.84,02,24,050
1622, 02240504,MA NEGERI 2 SUKABUMI,20280447,N,78,65.85,41.18,32.72,-,-,47.31,46.77,02,24,050
1623, 02240505,"MA AL-AMIN, KABUPATEN SUKABUMI",20277306,S,35,62.69,41.26,30.5,38.33,43.33,43.97,44.47,02,24,050
1624, 02240506,"MA AL-BADRIYAH, KABUPATEN SUKABUMI",20277322,S,29,62.41,42.14,30.26,-,42.5,43.85,44.63,02,24,050
1625, 02240512,"MA AL-MASTHURIYAH, KABUPATEN SUKABUMI",20277304,S,27,69.93,49.26,34.44,33.75,35,47.75,49.47,02,24,051
1626, 02240515,"MA ASSALAM, KABUPATEN SUKABUMI",20280403,S,149,58.23,49.41,33.31,-,-,43.59,46.14,02,24,051
1627, 02240517,"MA ATTAQWA, KABUPATEN SUKABUMI",20280407,S,22,62.18,40.73,31.59,-,-,42.27,44.2,02,24,051
1628, 02240520,"MA HUDAEBIYAH, KABUPATEN SUKABUMI",20277326,S,28,59.93,39.14,28.84,38.13,-,42.19,42.38,02,24,052
1629, 02240522,"MA NURUL HUDA, KABUPATEN SUKABUMI",20280444,S,34,65,40.76,32.35,-,-,45.22,45.84,02,24,052
1630, 02240523,"MA SUNANUL HUDA, KABUPATEN SUKABUMI",20280452,S,56,66,42.75,32.86,37.86,36.83,42.87,45.56,02,24,052
1631, 02240524,"MA SYARIKAT ISLAM, KABUPATEN SUKABUMI",20280454,S,20,67.6,45.7,32.5,-,-,47.38,48.3,02,24,052
1632, 02240527,"MA YASTI, KABUPATEN SUKABUMI",20277327,S,14,74,44.43,31.96,-,41.88,50,49.52,02,24,052
1633, 02240529,"MA AL-AMAN, KABUPATEN SUKABUMI",20277305,S,79,63.7,64.43,46.77,-,-,52.72,56.91,02,24,052
1634, 02240530,"MA AL-BISRIYAH, KABUPATEN SUKABUMI",20277323,S,25,66.16,41.6,31.7,-,-,41.8,45.32,02,24,053
1635, 02240535,"MA DARUL AITAM, KABUPATEN SUKABUMI",20280419,S,12,55.33,35.83,30,-,-,41.25,40.61,02,24,053
1636, 02240536,"MA DARUL ULUM, KABUPATEN SUKABUMI",20280427,S,29,61.45,48,30.86,-,-,44.22,46.14,02,24,053
1637, 02240537,"MA NIDA BAHARI, KABUPATEN SUKABUMI",20280441,S,27,63.19,39.48,28.8,-,-,42.13,43.4,02,24,053
1638, 02240566,"MA MIFTAHUL FALAH PELABUHAN RATU, SUKABUMI",20280436,S,17,61.06,38.94,30.44,-,-,43.53,43.49,02,24,056
1639, 02240567,"MA YASPI CANTAYAN, KABUPATEN SUKABUMI",20280460,S,34,60.18,40.88,32.35,-,-,41.99,43.85,02,24,056
1640, 02240579,"MA MANBAUL ULUM, KAB. SUKABUMI",20280435,S,10,65.4,44.2,31,-,-,43.75,46.09,02,24,057
1641, 02240580,"MA MIFTAHUSSAADAH, KABUPATEN SUKABUMI",20280438,S,40,61.35,38.9,30.19,-,-,40,42.61,02,24,058
1642, 02240596,MA MADINATUL ISTIQOMAH,69788094,S,13,68.46,48.31,33.85,-,-,50.96,50.4,02,24,059
1643, 02240608,MA BAITUSSALAM,69941645,S,24,63.08,43.33,33.75,-,-,44.17,46.09,02,24,060
1644, 02240609,MA MADINATUL ULUM,69955668,S,10,52,38.4,32.5,-,-,38.5,40.35,02,24,060
1645, 02240614,MA AS SAIDAH,69976319,S,37,61.3,37.24,27.64,-,-,42.23,42.1,02,24,061
1646, 02250001,"SMA NEGERI 1 CIMALAKA, KABUPATEN SUMEDANG",20235619,N,195,75.42,55.56,37.18,36.94,51.64,48.83,53.89,02,25,000
1647, 02250002,"SMA NEGERI 2 CIMALAKA, KABUPATEN SUMEDANG",20235620,N,114,63.86,44.04,33.27,37.5,48,43.73,46.2,02,25,000
1648, 02250003,"SMA NEGERI CIMANGGUNG, KABUPATEN SUMEDANG",20235621,N,172,70.88,50.38,33.66,37.92,42.29,46.58,50.09,02,25,000
1649, 02250004,"SMA NEGERI CONGGEANG, KABUPATEN SUMEDANG",20235622,N,83,72.55,50.82,34.52,36.36,45,51.76,51.89,02,25,000
1650, 02250005,"SMA NEGERI DARMARAJA, KABUPATEN SUMEDANG",20235623,N,129,67.43,44.48,33.76,39.58,44.62,47.45,48.12,02,25,000
1651, 02250006,"SMA NEGERI JATINANGOR, KABUPATEN SUMEDANG",20208422,N,243,73.73,55.77,37.53,40.07,41.83,58.76,55.34,02,25,000
1652, 02250007,"SMA NEGERI JATINUNGGAL, KABUPATEN SUMEDANG",20208423,N,132,66.29,42.98,34.22,52.81,77.5,46.87,47.74,02,25,000
1653, 02250008,"SMA NEGERI RANCAKALONG, KABUPATEN SUMEDANG",20208408,N,69,64.61,41.8,34.02,39.12,41.94,45.81,46.02,02,25,000
1654, 02250009,"SMA NEGERI 1 SUMEDANG, KABUPATEN SUMEDANG",20208419,N,316,80.95,71.89,53.68,55,61.15,65.05,67.76,02,25,000
1655, 02250010,"SMA NEGERI 2 SUMEDANG, KABUPATEN SUMEDANG",20208420,N,254,68.57,50.2,33.66,38.44,39.52,46.4,49.12,02,25,001
1656, 02250011,"SMA NEGERI 3 SUMEDANG, KABUPATEN SUMEDANG",20208421,N,211,69.75,51.79,34.32,33.75,40.18,47.37,50.13,02,25,001
1657, 02250012,"SMA NEGERI SITURAJA, KABUPATEN SUMEDANG",20208391,N,166,75.18,54.99,40.21,38.27,51.32,55.64,55.81,02,25,001
1658, 02250013,"SMA NEGERI TANJUNGKERTA, KABUPATEN SUMEDANG",20208407,N,67,64.69,44.24,32.95,-,48.38,43.83,46.77,02,25,001
1659, 02250014,"SMA NEGERI TANJUNGSARI, KABUPATEN SUMEDANG",20208392,N,241,78.68,64.3,43.12,41.38,50.56,58.25,60.11,02,25,001
1660, 02250015,"SMA NEGERI TOMO, KABUPATEN SUMEDANG",20235624,N,95,68,48.38,35.95,38.75,45,50.63,50.43,02,25,001
1661, 02250016,"SMA AL MASOEM, KABUPATEN SUMEDANG",20235625,S,211,74.31,62.03,39.63,46.43,55.83,52.77,57.14,02,25,001
1662, 02250018,"SMA DARUL FATWA JATINANGOR, KABUPATEN SUMEDANG",20235618,S,26,65.92,46.31,30.96,-,-,49.23,48.11,02,25,001
1663, 02250019,"SMA PASUNDAN TANJUNGSARI, KABUPATEN SUMEDANG",20208424,S,26,69.23,43.38,31.44,43.33,38.06,42.5,46.28,02,25,001
1664, 02250021,"SMA PGRI PARAKANMUNCANG, KABUPATEN SUMEDANG",20235626,S,109,61.14,42.07,30.76,-,39.74,45.06,44.53,02,25,002
1665, 02250022,"SMA PGRI SITURAJA, KABUPATEN SUMEDANG",20208425,S,34,60.35,39.76,30.51,-,-,46.1,44.19,02,25,002
1666, 02250025,"SMA YKM TANJUNGSARI, KABUPATEN SUMEDANG",20235629,S,53,64.53,44.79,32.26,-,-,47.36,47.24,02,25,002
1667, 02250026,SMA YADIKA TANJUNGSARI,20271298,S,36,74.5,54.11,36.32,37.86,46.25,48.8,52.8,02,25,002
1668, 02250501,MA NEGERI 2 SUMEDANG,20280463,N,60,70.43,50.3,34.67,39.69,56.25,51.09,51.37,02,25,050
1669, 02250502,MA NEGERI 1 SUMEDANG,20280462,N,56,71.61,47.71,37.14,38.96,51.67,51.64,51.35,02,25,050
1670, 02250504,"MA DARUS SALAM, KABUPATEN SUMEDANG",20280470,S,14,77.14,56.71,37.32,-,51.88,57.5,56.77,02,25,050
1671, 02250505,"MA MAARIF TANJUNGSARI, KABUPATEN SUMEDANG",20280471,S,30,58.33,40.13,30.42,-,-,40.17,42.26,02,25,050
1672, 02250506,"MA MUHAMMADIYAH TANJUNGSARI, KABUPATEN SUMEDANG",20280472,S,19,65.47,46.11,32.89,-,47.5,50.29,48.62,02,25,050
